review
올 여름 참 맛있게 먹고다닌♡ 팥밍 젤라또 파르페를 신촌에서도 맛봤어요~^^ 역시 맛있네요! 👍  입니당♡ 사계절 계속했음 좋겠어요~ㅎㅎ
Goooooooood❤️❤️음료 빨리 나와서 좋나용
가성비 좋은 메가커피 자주 이용하고 있어요^^
Gooooooooooooooooooooood❤️❤️
횡단보도 정류장 앞이라 좋아요! 친절하시고 시원한!!
지나가던 길에 들어왔는데 조용하니션하게 커피한잔 하기 좋았어요^^
아침에 시간떠서 조식처럼 먹고갔어요
친절하시고 음료도 빨리 나와요!❤️🥰❤️🥰
메가커피도 디카페인이 생겨서 좋네요
이벤트도 할인도 쿠폰도 많아서 좋아요. 직원분들 친절하십니당!
늘 커피는 메가 커피ㅎ
좋아요.
좋아요.
좋아요.
"메가커피 맛없는 곳 찾았음
오트밀로 변경했는데 건더기처럼
물컹, 상한 커피 먹는 것 같아 다 버림
접기"
매장 시원하고 음료를 빠르게 준비해줘요 좋아요.!!
음료 빨리 나와서 너무 좋아요! :)
좋아요.
매장넓고 좋아요👍
좋아요.
메가커피 신메뉴 다양하게 맛보고 있어요!
"팥빙 젤라또 있어서 너무 쪼아요
드디어 먹어본닷 꺗"
좋아요.
좋아요.
맛있어요.
""
""
팥빙수 먹으러 들렀는데 품절이어서 아사이볼먹었는데 맛있었어요👍
맛있어요
"헛개리카노 도전해봤는데 니맛도 내맛도 아닌.. 그 어딘가..😅 굳이 다시 마시진 않을거같아요
치즈품은감자빵은 데워먹으니 넘 맛있어요👍🏻"
성전하고 가까워요
Gooooooooooooooooooooood
메가리카노 포장했어요. 사이즈 진짜 커요. 하나 먹으면 하루치 카페인 다 채운 느낌이에요. 직원분들이 많아서 주문하면 빨리 빨리 나와요.
좋아요! 재방문 의향이 있어요!
친절해요
"메가에 은근 맛있는 빵 많아요!!
저거 맛있어요. 크로크무슈!"
"양이 많고 가격도 비싸지 않아서
가성비가 너무 좋아요"
굳
굿
아아👍
""
"메가커피가
제일 가성비 좋아요"
특별한 메뉴가 있어 좋아요.
시간이 잠깐남아서 빙문.매장이 커요
팥빙수 먹었는데 그닥 맛있진 않았어요 그리고 매장에서 좀 이상한 냄새도 났던 것 같습니다
쉬어가기 좋았어요:) 굿굿💛
Goooooooooooooooood❤️🥰❤️🥰
라떼가 제일 좋아요. 마카다미아 쿠키도 맛있어요
""
""
"기프티콘1개 사용하고 나머지8잔은
같이계산하니 스템프적립이 안된다는ㅜㅜ"
굿
갓성비
.
"친절하시고, 음료도 정말 빨리 나와용❤️❤️❤️❤️🥰🥰"
"여러잔포장해와서 마시는데
연유라떼는 연유를  깜빡하고 안넣은듯ㅜㅜ
포장해와서 어쩔수없이 그냥마심
알바생  불친절함
접기"
굿
굿
모닝커피좋아요
""
"날 좋은 가을날 산책할 때마다 메가커피는 우리 칭구,,
산책 필수템이에용ㅋㅋㅋ
쿠폰 사용 편하고 적립도 잘 되고 커피양도 많아서 너무 잘 마시고 있습니다! 메가커피 최고 ♥"
""
베르세르크 전시회 보고 커피한잔함
좋아용
""
굿
""
좌석이 많아서 대화하기 좋아요.
굿
맛있어요
토요일이라 사람 겁나 많았지만 빠른조리로 바로 테이크아웃👍
경의선 숲길 산책하다 잠깐 쉬려고 찾아갔어요.매장 넓고 친절해서 좋아요.
믿고 마시는 흥민씨네 커피~ ㅎㅎ 가격도 착하규 맛나요. 창천점은 첨인데 매장 깨끗하네오 ㅎ
메가는 역시 메가
공간도 쾌적하고 깨끗하고 좋아요!!
"매장 은근 넓어서 좋음.
화장실 안에 있어서 좋음!"
"12/8 4시 반쯤 아이스티랑 마늘 크로크무슈 주문했었습니다. 앞에 주문 많이 밀렸으니 늦게 나오는건 그렇다 쳐도요, 앞 주문 중에 베이커리 메뉴가 하나도 없었던 것 같은데 알바 두분이서 크로크무슈 서로 미루다가 마지막 차례인 제 아이스티 만들 때 되어서야 넣어서 대기시간 몇십분 더 늘리는게 맞나요? 마늘 크로크무슈 재고 소진되어서 일반으로 바꿔드리냐 물어보실 때도 사과 한마디 없으시고 100원 차이라도 차액이 생긴다면 차액 환불해드리냐 물어봐야 하는 것 아닌가요? 저도 서비스직 오래 해봤는데 다시는 가고 싶지 않은 응대네용
접기"
""
""
""
""
"항상 내가 보는, 동물원에서 사료를 기다리는듯한 뷰..."
좋아요 ~~^^
굿
좋아요
다른메가매장보다 훨훨 조용해요
""
제가 갔던 메가커피 중 휘핑크림을 제일 예쁘게 담아주는것 같아요! 완전 사진이미지처럼 예쁘게 나와서 대만족합니다! 오시면 꼭 드시고 가세요~
그냥 아메리카노 2천원 디카페인 3천원
맛잇어요 가성비짱
굿❤️❤️❤️❤️🥰🥰🥰🥰🥰🥰
맛있어요
굳
무료 음료에 종류 바꿔서 구매했어요 스탬프적립은 쿠폰사용하면 안된다는것도 배웠어요 ㅎ
테이크아웃 빨라요^^
시원하고 너무맛있씀니다 ~~~~
"맛있어요
가성비 좋아요"
회사 근처에 생겨서 좋아요!
좋아요
디카페인 신그해요
마시써영~~~~~
"집에 가기 전에 자주 가는데 커피가 빨리
나와서 좋아요"
신메뉴 밤밤 찰떡 프라페 먹어봤어요. 떡이 작게 들어가있고 달달합니다. 재구매는 반반
너무 불친절해요
굿
"레슨 전 시간 남으면 오는 루틴 :)
메가커피 짱짱맨👍♥️"
맛있어요~♡
편하게 쉬기 좋아요
가성비 따질 때...
보통입니다
굿
잘 마셨어요~
굿
친절 합니다
웨이팅이 어마어마 합니다.
자주가는 곳입니다 직원분들이 무척 친절하시고 커피도 다른 지점에 비해 더 맛있어요
굿
굿
시원해요!
굿
👍👍👍👍👍
친절하시고 커피 진짜 맛있어요
가성비가좋아요
커피가 맛있고 친절하세요 매장이 쾌적합니다
""
매장 넓고 노트북 작업하시는 분들 많아요!! 달달한 거 좋아하시는 분들은 플레인퐁크러쉬 추천🫠
이 날 명조 라는 게임 이벤트가 있어서 잠깐 대기시간동안 있으려고 왔어요ㅋㅋ 시원하게 커피마시면서 대기하기 좋은 위치네요
굿
콘센트있어서 노트북하기 좋아용
맛잇어요
굿
직원분들께서 음료도 맛있게 해주시고 친절하십니다
굿~
자몽티 맛남
"쾌적하고 좋음ㅎㅎ
레슨가기 전 쑉 들림 :)"
굿
친절하시고 좋아요 음식도 굿
