review
"더운 낮시간대 사람이 엄청 많았는데 직원은 한 명.
하지만 요청사항도 척척 빠르게 준비해주시니 참 감사한 마음이 들 정도였는데 너무 바쁘고 복잡해서 인사도 못한게 아쉬워 리뷰남기네요ㅎㅎ
고마웠어요 깔끔하게 적당히 친절하면서도 빠릿빠릿 하고 성실함이 멋져보였습니다!"
"홍대를 지나가는 메가러버님들아아아아!!
다같이 혼쭐내쥬자아아!!
동교 점장님을 #내돈내산 #돈쭐 내 주세요 제바알!
오늘 낮부터 밤까지 종일..
인천. 부평. 월미도. 영정도. 홍대. 합정. 연남. 연희. 아현……. 매장 일일이 전화 돌리고 부탁했는데
“재고소진” 이라는 멘트로 정말 저녁 9시 다 되도록
팥빙프라페… 뺀 먹음…
희망 0.0000001% 없이 그냥 지나다 전화함
종일 근무와 서비스로 지친 듯 한 남성 직원분의
매우 상냥하규 친절하규 정중하신 목소리..
매장 오시면 주문 가능하다 하심…
아니 그 힙하고 사람 많이 왕래하는 동교점에…??
주문하다 실수도..  정말 혼자 1인 응대하셔도
단 1초의 찌푸림도 없이 프로패셔널하게 응대해주셔서
인사 드리고 보니 점장님.!!
감사합니다ㅠ
접기"
"아사이볼 맛있네요
근데 라이즈 컵홀더는 어디로... ㅜ"
늘 먹는 아이스 아메리카노
더위에 녹차프라페 시원하고 맛있어요.매장은 시원한데 테이크아웃 해왔어요.
메가커피 동교점
"핫한 여름메뉴였던 망빙 파르페 판매하는 지점이길래 냉큼 주문해서 먹었어여
망거 많이 들어있고 달달했어요 👍"
최고의 가성비 에너지 드링크!!
메가커피 동교점
메가커피 동교점
최근 핫한 메가커피 팥빙젤라또 파르페 구입했습니다 매장 에어컨도 시원하고 컵빙수도 맛있었습니다 재방문의사 높습니다
메가커피 동교점
맛있는 요거트볼에 초코가 들어서 맛있음
메가커피 동교점
메가커피 동교점
메가커피 동교점
하이볼 에이드 맛있네욤
망빙 파르페😃
메가커피 동교점
"신제품 맛있어요
요거트?
요아정 맛 그대로인데 더 싸고 좋아요"
메가커피 동교점
메가커피 동교점
"메가 커피에 왔어요.
시원 하네요.
잠시 쉬었다 갑니다.
접기"
애사비 굿
메가커피 동교점
메가커피 동교점
라이즈 음료 맛있어요!!!!
메가커피 동교점
카페가 커서 오랬동안 머물면서 이야기하기 좋아요! 좌석마다 콘센트도 있고 키오스크로 편리하게 주문 가능합니다! 큐브라떼 시켰는데 일반 라떼보단 좀 달달하네요. 딸기 요정 핑크 츄러스는 너무 물컹물컹해서 별로였어요ㅜ 나오는데도 20분 가까이 걸렸어요
메가커피 동교점
메가커피 동교점
메가커피 동교점
메가커피 동교점
메가커피 동교점
키오스크가 켜져있어서 마감인줄 모르고 결제했는데 너무 친절하시게도 음료만들어 주셨어요ㅠㅠ 결제취소하셔도됐을텐데 마감 후인지모르고 결제하게되었는데 빨리 퇴근하고싶으셨을텐데도 커피 내려주셔서 진짜 감사합니다 ㅠㅠ 성함을 알았으면 칭찬글이라도 올리고싶은데 아쉽게 성함을 몰라서 월요일 10시 50분경이었습니다! 감사합니다👍
자주가요!
메가커피 동교점
팥빙젤라또파르페 드디어 먹어봅니당
메가커피 동교점
메가커피 동교점
굿
메가커피 동교점
굿
메가커피 동교점
굿
메가커피 동교점
메가커피 동교점
메가커피 동교점
메가커피 동교점
메가커피 동교점
메가커피 동교점
굿
메가커피 동교점
가성비가 좋아요
"누구나 다 아는 그곳
근처에서 빵사서 같이먹을 커피사러 왔는데
장사가 무지막지하게 잘되네요 많이 기다렸습니다..
접기"
메가커피 동교점
"커피가 너무 맛있습니다
친절하시고"
커피가 신선하고 맛있습니다.
메가커피 동교점
메가커피 동교점
""
메가커피 동교점
메가커피 동교점
굿
좋어용
가깝게 이용할 수 있어 좋아요!
""
"저녁시간에는 매장이 매우 바쁘다보니, 분위기는 별로였어요.
포장으로 들고 나가는게 좋습니다.
키오스크 주문하나, 주문이 많으면 오래 기다릴수 있어요"
굿
메가커피 동교점
메가커피 동교점
굿 조아여
메가커피 동교점
메가커피 동교점
메가커피 동교점
메가커피 동교점
메가커피 동교점
메가커피 동교점
메가커피 동교점
맛있어요 자리도 꽤 있오요!
메가커피 동교점
메가커피 동교점
메가커피 동교점
메가커피 동교점
웨이팅 걸어놓고 쉬려고 메가커피 왔어요
메가커피 동교점
ㅁ ㅔ ㄱ ㅏ ㅋ ㅓ ㅍ ㅣ
커피 좋아여
좋아요.
메가커피 교육관본점….교육생들이 있다보니 맛이 들쑥 날쑥…ㅎㅎㅎ
메가커피 동교점
ㅁ ㅔ ㄱ ㅏㅋ ㅓ ㅍ ㅣ.
토피넛라떼 맛남
맛나요. 가성비좋고
""
메가커피 동교점
저렴해요
사람이 많지 않고 좌석이 많아서 좋아용!! ㅎㅎ
메가커피 동교점
메가커피 동교점
ㄷ ㅣ ㅋ ㅏ ㅍ ㅔ 인 ㅁ ㅔ ㄱ ㅏ coffee~~
"약속 전 시간 애매하게 떠서 옴ㅋㅋㅋㅋ
역시 메가가 가성비 원탑👍"
가성비 좋아요
위치가 좋아요 ㅎㅎ 커피도 맛있어요 ㅎㄹ
딸기라떼의 우유를 오트밀로 변경해도 정말 맛있네용!!
M E G A~~~~~
커피 싸고 좋아요!
사과유지티?
""
출근전엔 항상메가커피를 마셔용 좋아묭
"오이오이 라임오히또 먹었어요.
달지않아서 좋네요"
할메가 커피 맛있당
좋아요
친절하게 라떼 뜨끈뜨끈하니 만들어주심
메가커피 동교점
연남동 가성비 카페 메가 아아 2천원 진하고 고소한 맛 굿뜨 !!
""
돈까스 먹고 커피 마시러 메가커피~!!!!!
친절해요
저녁먹고 연습가기전에 모이는 참새방앗간^^
메가커피 동교점
