review
홍대 출판사 골목에 위치한 마인드비^^나의 최애 카페다. 학지사에서 운영하기에 당연히 책이 있는 카페. 운영을 맡으신 실장님의 친절함으로 벌써 4년 가까이 카페를 이용하고 있다. 분위기 있는 카페의 결정판이다. 자주 리뷰 올려야 겠다.
홍대 인근 카페들이 대체로 사람에 치이는 편인데 조금 한가한 공간입니다. 의자도 대체로 편하고 좋은 편입니다. 커피 맛도 괜찮네요.
오늘은 무화과얼그레이 케이크랑 빵 먹었는데 여기 산딸기타르트도 맛있어요..
넓고 조용하며 집중하기 좋아요
"종종 오는데 사장님이 굉장히 친절하시구요.
음료와 케이크도 맛있어요.
카페 분위기가 편해서 지인들과 오기 좋았습니다😃"
이 주변 카페들중에서 가장 친절하신 사장님 ..🥹 좌석도 넓고 좋아서 항상 잘 이용하고 있어요 음료랑 디저트들도 너무 맛있어요 !!
음료가 맛있고 카페에서 조용하게 쉬면서 얘기하기 참 좋습니다.
커피 음료 종류 다양하고 사장님이 친절하셔요! 카페라떼 오트밀로 변경해서 먹었는데 너무 맛있었습니다
마인드비 없었으면 어쩔뻔~~😋💕
"시간이 남았는데 집에 그냥 가기싫어서 검색하고 우연히 들렀는데 매장분위기나 커피, 디저트 다 좋아요! 집근처라서 자주 올거같아요💕 사장님 친절하시구 디저트도 다른카페에서는 못본거라서 시도해봤는데 꿀맛🍯"
"커피와 차 등 음료가 맛있고
북카페 처럼 좌석 간격이 넓어서
공간도 아늑하니 좋습니다."
"홍대 북카페로 검색해서 방문했어요
학지사라는 출판사 건물에있네요
카페 내부에 심리학,교육한 등의 전공서적들이 많이 꽃혀있어요
열람용같지는 않아서 제목들 구경만 했어요.
토피넛라떼 주문했는데 담아져나오는 컵이 참 이쁘네요ㅎㅎ
맛도 달콤해서 공부하다 졸릴 때 마시면잠이 깨네요!
화장실은 카페랑 바로 연결되어 있고
남,여 구분되어있어요. 그리고 깔끔합니다
바 스타일 책상에 앉았는데
콘센트도 있어서 태블릿 충전시키면서 공부(강의듣기)도 잘 마쳤어요!
접기"
👍👍👍
편안하게 대화하며 쉬다 오기 좋은 깔끔한 카페입니다.
""
"여자 사장님 친절하시고, 한라봉차도 맛있었어요."
늘 친절하시고 음료 맛도 좋은 카페 !!
늘 친절하십니당
최애 카페...🫶🫶 공부할 때 가면 너무 좋구요! 회의할 때도 좋습니다. 음료도 맛있고 샌드위치랑 소금빵도 맛있어서 자주 먹어요. 안쪽 회의실도 예약해서 매번 잘 쓰고 있습니다! 사장님 정말 친절하셔요... 화장실도 매장 내에 있고 굉장히 깨끗합니다. 마인드비 짱...!!
황치즈 와플이 세상에서 제일 맛있어요~~ 조용하고 커피 맛있는 카페!!
"주말에 책 읽으러 오기 넘 좋을 것 같은 분위기🩵
책도 다양하게 많구 음료와 디저트도 맛있네요ㅎㅎ
알바생분이 넘 귀여우세요 ,,🫶🏻
추천~~~👍
접기"
"커피가 고소하고 맛있어서 자주 이용합니다!
사장님도 너무 좋으세요. 책과 함께 조용하게 작업하기 좋습니다. 힐링되는 공간이에요!"
친절하시고 커피도 맛있어요
"항상 친절하게 맞아주시고 음료 종류도 많아서 좋아요! 가격이 좋고 맛도 있어서 이 근방 카페중 가장 애용하고 있습니다
저는 카페인을 못 마셔서 커피가 아닌 음료를 자주 마시는 편인데 선택지가 넓어서 좋아요😊
내부에는 10인이 활용할 수 있는 테이블이 있어서 독서모임이나 단체 회의 같은 경우 진행하기도 합니다~"
이렇게 쾌적하고 집중하기 좋고 화장실이 깨끗하고 넓으면서 음료도 저렴하고 사장님이 친절하시고 샌드위치가 맛있고 다정하신 이런 카페 전 본적이 없어요 여기 안온다? 그럼 인생의 중요한 부분을 손해보고있는것이라 장담합니다 과제하러 오기 좋아요
오늘 노벨문학상 기념으로 20프로 할인을 하네요. 노벨문학상도 기분 좋은데 가게의 이벤트도 최고입니다. 이곳 분위기 넘나 좋아서 종종 와요~~
진짜 자주오는데 이제야 리뷰 써보네요:) 음료랑 디저트가 맛있는건 당연하고 공간이 너무 좋아요. 회의실도 있어서 예약하면 여러명이서 집중해서 일하기 좋았어요. 사장님도 친절하셔서 이 동네 여기만한 카페 없는 것 같아요ㅎㅎ
친절하시고 조용해서 좋아요
"쾌적한 공간에 다양한 음료, 맛있는 디저트, 친절한 사장님까지! 처음 방문했을 때 반해버려서 주기적으로 방문한 곳입니다. 카드내역 보니 벌써 열 번이 넘었네요...ㅋㅋㅋㅋ 커피류도 맛있고 라떼나 에이드도 잘하세요. 출출하시면 소금빵도 꼭 먹어보세요. 바로 데워서 내어주시는데 너무 촉촉하고 맛있어요!!!"
와플 넘 맛있어요ㅠㅠㅠㅠ 파르페도 짱 맛있고 진짜 제 마음의 고향... 직원 분들도 친절하시고 분위기도 좋습니다ㅎㅎ
"항상 너무 맛있게 커피 마시고 있어요~
여기 쿠키랑 휘낭시에도 맛있고 사장님도 너무 친절하셔요ㅠㅠㅜ"
커피 너무 맛있습니다🥰 직원분들도 다들 친절하시고 분위기도 아늑하고 너무 좋아요!! 자주 방문할 거 같습니다ㅎㅎㅎ
"사장님과 알바분들이 너무 친절하고 음료도 너무 맛있었어요><!!
여기 오면 항상 플레인요거트만 마시는데 다들 꼭 드셔보세용😎😎"
사장님 너무 친절하시고 분위기도 좋아요! 원두도 선택할 수 있어서 좋습니다ㅎㅎ 자주 올 것 같아요~~
책에 둘러싸여 커피 마시는 것만으로도 힐링돼요! 자주 방문하는 곳입니다~
"경민이도 인정한 음료 맛집🥹🥹
레몬에이드 샷추가 맛있어요 (호불호 주의)
그밖에도 아샷추, 커피 맛있어요
사장님도 친절하셔요 최고~~
접기"
직원분들이친절해요
올때마다 친절하게 맞아주시고 음료도 너무 맛있는데 서교동 할인도 해주셔서 과제할 때는 무조건 여기로 옵니다~ 여기 아이스티랑 토피넛 라떼 맛있어요! 주변에서 젤 좋은 알짜배기 카페 입니다☺️
매장이 넓고 깔끔해요!! 음료도 맛있고 디저트도 다 맛있답니다 ~~ 회의실도 쾌적해서 굿 ~
맛있고 조용해서 카공하거나 회의하기에 너무 좋아요. 사장님도 친절하셔서 올 때마다 기분도 좋아요
자주 가는 카페예요~ 휘낭시에도 맛있는데 제 최애는 밀크 페스츄리예요 많이 안 달고 생크림도 고소하고 맛있어요 강력추천! 커피도 항상 맛있는 곳입니다
조용한 분위기라 책 읽기 좋았어요!
매번 오지만 이제야 리뷰를 쓰네요 넘 맛있고 사장님 직원분들 다 친절하셔요... 늦게까지 해서 퇴근하고 일하거나 쉬다 가기 좋습니다 단체 모임에 최고!
신메뉴라고 오틀곡라떼 시음을 권해주셔서 먹어봤는데 너무 맛있었어요!!! 오틀곡라떼 꼭 드세요!!! 마음이 따뜻해지는 마인드비 감사합니다❤️
"샌드위치가 맛있다고 해서 먹어봤는데 야채도 엄청 아삭아삭하고 빵이 너무 맛있어서 좋았어요! 아샷추랑 먹었는데 다른 곳보다 아샷추 너무 맛있네요…!
담에 오면 성격유형검사 해보려구요!!! 그걸 몰랐다니 아쉽…ㅠㅠ(그리고 여기 알바 잘생김🤓)
접기"
친절하세요
주차장있어요
"홍대 앞에 갔다가
우연히 지나가다 커피마시러 들렀는데
분위기가 차분하고 아늑하고 너무 좋고
커피와 음료도 맛있네요^^
또 이 동네오면 오고 싶어요^^
접기"
음료 종류가 다양한데 기본적으로 커피부터 달달한 음료까지 신경써서 준비된 느낌이에요. 자색고구마라떼는 뜨끈한 온도로 부드럽게 먹기 좋고 오렌지비앙코도 상큼한 오렌지향이 가미되어 맛있었어요. 크림은 짭짤달콤한 맛이라 소금라떼 좋아하는 분들께 추천드려요.
^^
사장님과 직원분들이 친절하고 음료가 싸고 맛있어요
사장님이 친절하시고 음료랑 디저트도 맛있어요!  공부하기도 정말 좋아요!
분위기좋구 사장님이 무척친절해요
매달 수요일 혹은 목요일 오후 7시부터 단체석 예약해서 2시간 가량 독서모임 목적을 위해 이용했던 손님입니다. 매달 올때마다 친절히 대해주셔서 감사합니다.
"사장님이랑 알바분이 너무 친절하시고
커피랑 샌드위치 조합 최고에요!
음료만 시켰다가 샌드위치가 맛있어보여서 추가주문하고 잘 먹고 갑니다🤍"
아메리카노 굿
커피가 진짜 맛있는 곳이에요! 그리고 제 최애는 아샷추입니다ㅎ.ㅎ 늘 친절하신 사장님과 직원분들 덕에 기분까지 좋아지는 곳이에요! 밝고 조용한 분위기에 시간 보내기에도 좋아요~
"아이스아메 추천합니다
맛나요~~"
"지나가다가 까페인지 모르고 기웃거리다가 들어왔는데
여성 서버분께서 미소 가득 친절하시고 제게 딱 맞춤 서비스..디테일 하셔서, 맛있는 커피향과 감동향까지 모두 기억에 남기고 갑니다
일상의 행복을 느끼게 해주셔서 감사합니다"
분위기가좋아요
친절하세요
갈 때마다 항상 즐거운 기분으로 다녀옵니다ㅎㅎㅎ 음료도 맛있고 매장 분위기도 좋아요!! 책으로 둘러 쌓여 있어서 똑똑해지는 기분도 들고 좋습니다ㅎㅎ 직원분들도 모두 친절하고 세심하게 신경써주시는 거 같아요! 시설도 전부 깨끗하고 매장도 청결하게 운영하시는 거 같더라구용 커피 맛도 넘 좋습니다 가성비 최고예요ㅠㅠ 앞으로도 자주 갈 거 같습니다~
맛나요
"점심 먹고 항상 가는 카페에요!
분위기도 좋고 특히 초코리떼가 진짜 찐하고 맛있어서 단골이 되었네요 ㅎㅎ 사장님도 너무 친절하시고
가끔 하는 이벤트도 너무 좋아요
심리학 책이 많아서 그런 책에 관심 있는 분에게 강추!
접기"
바로 근처라 자주 들리는데 서비스 빵도 종종 주셔요! 커피도 맛있고 음료도 맛있고🥰🥰🥰 사장님이 너무 친절하셔서 방문할 때마다 기분 좋아요😍😍
토피넛 아인슈페너 강추합니다 ◜◡◝ 크림이 찐이에용
사장님 너무 친절하셔서 기분이 조아요~~ 커피맛도 좋습니당!ㅎㅎ
노트북 집중하기 좋아요 화장실듀 너무 깨끗해요🫶🏻
^^
"커피의 전쟁터 홍대에서 일주일에 10번 들리고 있어요!! 산미 있는 펄스 원두가 특히 맛있고, 실장님이 너무 친절하셔서 너무 좋아요! 항상 감사합니다:)"
북카페 분위기가 좋아요
좋은 사람과 같이 가기 편한 공간이에요~^^
커피가 정말 맛있고 사장님이 엄청 친절하세요. 내부 인테리어도 매장 분위기도 정말 좋아요. 여기서라면 어떤 책이든 앉은 자리에서 완독할 수 있을 것 같습니다. 🤤 또 오고 싶어요!
분위기도 좋고 케이크도 정말 맛있어요. 너무 친절하시고 크리스마스라고 선물도 주셔서 너무 기분 좋게 다녀갑니다.
사람 무지 많아서 시끌시끌.
"원두 취향대로 고를 수 있고 커피가 너무 맛있어요❣️ 분위기도 잔잔하니 독서하기 좋은 카페입니다ㅎㅎ
자주 올게요! 감사합니다🧡"
"아이스아메리카노 펄스 신맛 맛있어용~~ 원두 이름이 심리학자 이름이어서 재밌어요ㅎㅎㅎ
그리구 스무디종류 짱 맛있어요!!! 해장에는 망고 스무디 맛있다고 ㅎㅎㅎ
무엇보다 짱 친절하세요
접기"
좋아요
"혼자서도, 여럿이도, 힐링타임을 선사해 주는 카페예요^^"
산미나는 커피 완전 제 스딸~
단체모임하기 좋은 회의실도 있고 청결하고 음료도 맛있고 샌드위치도 양 많고 좋아요!
좋아요
사장님도 친절하시고 넘 조아용
"31주년 기념 모든 음료 3.100원
이런 행운이  아인슈페너와 말렌카
슈페너의 크림이 맛있어요
말렌카 가격도 굿~~
데코도 예뻐요
가성비 최고입니다
커피는 고소한맛 윌리엄으로
커피명이 ㅡ철학자 이름이라고 합니다
접기"
굿
"화장실이 급해 들어왔고 그냥 가기 죄송해서 케이크 만샀는데 목이 마를까봐 차까지 두잔 주셨어요  너무 맛있고 감사해서 음료랑 케이크 하나 더시켜서 먹고갔습니다.
정말 감사합니다!  또올게요♡"
좋아요
맛있어요
디저트도 맛있고 커피도 맛있는 카페. 출판사에서 운영하는 사진 잘나오는 카페
좋아요
좋아요
커피 맛이 좋아요
분위기 좋고 맛도 좋고
좋아요
직원분들이 친절하시고 커피도 맛있습니다👍
두가지 맛 중에 고소한 맛의 커피 강추
출근길 최애커피~~ 넘 맛있어요~~~
언제나 친절하고 따뜻한 분위기. 저는 이곳에서 위로를 받고 갑니다. 좋은 맛과 훌륭한 공간이 나에게 힘을 주고 있습니다. 이 맛이 영원하기를 바라는 기도🙏
좋았어요
좋아요
조아요
책방 느낌의 카페. 너무 좋네요.
항상 친절하시고 차도 맛있어요
출근길부터 점심때까지 기분을 좋게 해주는 제 아지트랍니다~~^^
"차도맛있고 소금빵도 맛있어요
매장도 넓고 깨끗하고 대화하기 좋아요
책도많고 편하게 쉬는 기분이라서 좋았어요"
있어요
커피 음료 샌드위치 등등 다 맛있어요
아침을 깨우는 산미 강한 산뜻한 커피~~ 맛있어요!!!
책이 많은 북카페
좋아요
커피 맛도 너무 좋고 친절하십니다 ㅎㅎ
"말렌카와 사라다빵 최고입니다
가성비최고  너무 맛있습니다
아메리카노 복숭아와 포도의 새콤달콤 맛이 난다고 해서 마시니 역시~~
원두도 좋은것을 사용하신다고 해요
접기"
"아메리카노는 항상 제임스로 마셔요~
마인드비 짱!"
좋아요
좋아요
"길 가다가 우연히 보았는데
책으로 꾸며놓은 인테리어가 마음에 들어
들어왔어요.
출판사에서 운영하는 북카페라고 하네요 :)
커피도 맛있고 가격도 저렴해요❣️
접기"
커피가 너무 맛있어요! 넓고 시원하고 음료도 다 맛있어서 매일매일 이용합니다!
카페라테 고소하고 맛나요 분위기도 조아요~^^
좋아요
넘넘 상냥하시고 커피도 맛있었어요😃😄❤️❤️❤️ 쿠키 감사합니다 잘먹겠습니다!❤️
커피 음료 다 맛있어요
"아침마다 여기서 커피를 마시는데, 오늘은 소금빵을 구우셔서 냄새가 좋길래 먹어봤는데 겉바속촉 짱맛이였습니다!! 항상 잘마시고 잘 즐기다 갑니다! 감사합니다!!"
출근길 커피한잔이면 하루가 힘이 나요~
"근처에 약속있어 거닐다가 북카페가 보여 들어왔어요,
아늑하고 편안히 책볼수있는 자리가 있는것에 너무 감사했고 여러가지 책이 구비되있었네요^^
조용하게 커피 한잔하고 책 한권 보면서 오랜만에
마음의 여유 즐기다 갑니다.
커피도 맛있네요 :)
접기"
커피가 너무너무 맛있습니다! 직원 분들도 친절하셔서 기분 좋은 방문이었습니다☺️
조용히 책읽기 좋아요 종종 가볼게요
너무 좋습니다 강추
"거의 매일 아침마다 커피랑 사라다빵 먹으러 가는데 항상 친절하시고 맛있어서 좋아여❣️
재료 아끼지 않고 듬뿍 넣어주신 사라다빵 너무 맛있어요💗
웃으며 맞아주셔서 기분좋게 하루 시작하고 있습니다!! 내일 또 갈게요😆"
여러분 해장에는 무조건 마인드비에서 망고스무디를 시키세요..
"하아... 오랜만에 커피나 한잔해 볼까... 있지 있지, 나 오늘 느낌이 되게 좋거든! 분위기에 조금은 취하고 싶다랄까? 이런 날에는 선술집에서의 한잔도 좋지만 그레도 moning에는 커피지! 나를 기다리고 있는 미소녀들에게는 죳또 고멘-! 그치만은 오늘 나... 완전 망가져 버리고 싶은걸...? 크큭... 다들 오늘 같이 밝은 날에는 마.인.드.비.에 와 보는 게 어때? 기분, 좋아져 버릴지도? 크큭...."
카페 분위기 너무 좋고 커피도 맛있어요!! 직원분들도 친절하십니당 ㅎㅎㅎ 제 최애 카페입니당!!😚😚😚
""
굿굿
쑥라떼너무맛있어요!매장도넓어서좋아요!!
좋아요
좋아요
"먹다가 찍어서 소금빵이 ..ㅎㅎ
빵이랑 커피 다 맛있어요 !!
내부가 아늑하고 책읽거나 공부하기 좋네용☺️"
매일아침 풍미감넘치는 커피를 마실 수 있어요! 사장님의 밝은 미소는 오늘의 에.너.지!!!
좋아요
너무 맛있어요! 사장님도 친절하시고 제 단골카페입니다❤️❤️❤️ 버터라떼 강추ㅎㅎㅎ
좋아요
아침에 시원한 아메리카노와 버터롤조합! 최고에요!
"두번째 방문
일요일 지나가다보니  드라마도 촬영하더라구요
오늘은 아메리카노^^
아인슈페너  크림이 맛있어요
마시기도 편하고
단골  될듯 합니다
접기"
좋아요
좋아요
분위기 편안하고 샌드위치랑 커피 맛있어요
커피도 음료도 맛있어요
좋이요
커피 맛이 좋아서 팀원들이랑 자주 가는 카페예요. 아메리카노라고 해도 기본이 중요한데! 기본맛이 좋아하서 다른 메뉴들도 다 맛있게 느껴집니다 :)
좋아요
좋아요
사장님이 친절하시고 음료가 맛있어요❤️강추
"따뜻한 라떼 good~~
마인드비에서 크리스마스 선물까지~~와우
강추합니다"
커피맛도 좋고 친절하셔요!💓
"커피의 고소함이 가득
인테리어도 멋지고
책을
마음껏 읽을수 있고
편안한 공간이 마음에 들어요
커피 추천합니다
커피명도 철학자 이름으로
심리 성격 검사도   무료
접기"
감사합니다
음료 커피 맛있어요
"너무너무 아끼는 카페입니다
사장님이 엄청 친절하시고 커피가 맛있어요 ☕️
개인적으로 펄스 원두를 추천합니다
베이커리도 정말 맛있는데 아침에 한정으로 판매하는 샐러드빵... 오전에 안가면 없습니다🥹
그리고 심리학 출판사에서 운영하는 카페라서 심리학 도서도 많고 성격검사도 무료로 할 수 있어요 !
홍대근처에서 잠깐 커피한잔 하면서 시간보낼 곳 필요하면 추천합니다👍
접기"
출판사에서 운영하는 카페라 컨셉이 북카페더라구요! 사장님도 친절하시고 분위기며 혼자 이용하고 쉬기 좋습니다.
"홍대에서 가장 맛있고 분위기 멋진 카페예요.
차 마시면서 책도 볼 수있고
정말 강추합니다^^"
좋아요
좋아요
"분위기가 좋고 음료, 빵 모두 맛있어요!
특히 말렌카가 엄청 맛있어요ㅎㅎ"
"직원분들도 너무 친절하시구 음료도 너무 맛있고!
분위기가 좋아서 마음에 들어요~
책도 있어서 앉아 음료도 마시구 책도 읽으니 좋아요!"
"커피가 너무 맛있고 디저트가 다양해요!
조용하고 편안해서 쉬기 참 좋은 카페인거 같아요!"
"디저트 맛집이에요!! 제가 먹어본 디저트 중에 젤 맛있어용 최고🫶🏻
사장님도 너무 친절해요 꼭 와보세요!!🤍"
코코아 말렌카가 다 나가서 레몬으로 바꿨는데 너무 맛있어요!! 위에 올라간 크림도 많이 안 달고 최고🤤🤤
분위기도 좋고 디저트랑 커피가 다양해서 좋아요:)
맛있고 깨끗한 곳이에요
"사장님 케이크가 너무 맛있어요 반칙입니다..
맛있으면 0칼로리 맞죠?"
친절하시고 커피도 맛있어요!!!!
좋아요
북카페 책도 많고 편안하고 따뜻한 분위기 좋아요
"늘 기분 좋게 하루를 시작하게 해주시는 성마리아 실장님이 계시는 마인드비, 사랑합니다!!"
책과 커피를 좋아하시는 분들께 강추
좋아요
인테리어가 예쁘고 친절해요!
좋아요
분위기가 좋아요 또 올거야용
좋아요
커피도 샌드위치 도 맛있어요
크리스마스 책트리가 이쁘게 장식되어 있네요  역시 북카페입니다
좋아요
너무 맛있어요 …. 말렌카 처음 먹어보는데 감동적이에요 ….
친절하고 맛있어요 특히 밀크티가 짱맛!👍
커피 맛있어요
이쁜 마인드비 카페입니다
음료가 맛있어서 자주 가는 곳입니다ㅎㅎ 갈 때마다 친절하게 응대해 주셔서 좋습니다ㅎㅎ 그리고 따뜻한 분위기로 인테리어 되어 있어 갔다 오면 어딘가 힐링 되는 기분도 들어용 쿠키도 넘 맛있어요!
